issueType,bankKey,itemId,status,routeKey,surface,field,value,reason
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_006,active,b1_m08,satzbau,answer/feedback,die Menge ändern | Die Menge im Warenkorb ist falsch. | Collocation: use `die Menge ändern` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_007,active,b1_m08,satzbau,answer/feedback,eine Größe auswählen | Der Kunde wählt die Größe online aus. | Collocation: use `eine Größe auswählen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_008,active,b1_m08,satzbau,answer/feedback,eine Auswahl treffen | Bitte treffen Sie eine Auswahl. | Collocation: use `eine Auswahl treffen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_009,active,b1_m08,satzbau,answer/feedback,in den Warenkorb legen | Ich lege den Artikel in den Warenkorb. | Collocation: use `in den Warenkorb legen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_010,active,b1_m08,satzbau,answer/feedback,zur Kasse gehen | Nach der Auswahl gehen Sie zur Kasse. | Collocation: use `zur Kasse gehen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_011,active,b1_m08,satzbau,answer/feedback,die Lieferadresse ändern | Die Lieferadresse ist falsch. | Collocation: use `die Lieferadresse ändern/angeben` for the delivery address.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_012,active,b1_m08,satzbau,answer/feedback,eine Bestellung stornieren | Die Ware ist noch nicht versendet. | Collocation: use `eine Bestellung stornieren` for cancelling an order; review before legal/process import.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_013,active,b1_m08,satzbau,answer/feedback,eine Bestellbestätigung erhalten | Nach der Bestellung kommt eine E-Mail. | Collocation: use `eine Bestellbestätigung erhalten` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_014,active,b1_m08,satzbau,answer/feedback,in Bearbeitung sein | Die Bestellung ist noch in Bearbeitung. | Collocation: use `in Bearbeitung sein` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_015,active,b1_m08,satzbau,answer/feedback,"die Rechnung prüfen | Der Betrag sieht falsch aus. | Invoice/payment phrase: useful language, but payment/legal details stay review-gated.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_016,active,b1_m08,satzbau,answer/feedback,"eine Rechnung erhalten | Die Rechnung kommt per E-Mail. | Invoice/payment phrase: useful language, but payment/legal details stay review-gated.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_017,active,b1_m08,satzbau,answer/feedback,das Paket kommt an | Das Paket kommt morgen an. | Collocation: use `das Paket kommt an` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_018,active,b1_m08,satzbau,answer/feedback,die Ware liefern | Der Lieferant liefert die Ware. | Collocation: use `die Ware liefern` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_019,active,b1_m08,satzbau,answer/feedback,das Paket verschicken | Die Firma verschickt das Paket heute. | Collocation: use `das Paket verschicken` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_021,active,b1_m08,satzbau,answer/feedback,ein Paket annehmen | Der Nachbar nimmt das Paket an. | Collocation: use `ein Paket annehmen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_022,active,b1_m08,satzbau,answer/feedback,das Paket abholen | Ich hole das Paket in der Filiale ab. | Collocation: use `das Paket abholen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_025,active,b1_m08,satzbau,answer/feedback,eine Sendung verfolgen | Die Sendungsnummer steht in der E-Mail. | Collocation: use `eine Sendung verfolgen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_026,active,b1_m08,satzbau,answer/feedback,die Lieferadresse prüfen | Vor dem Kauf prüfe ich die Adresse. | Collocation: use `die Lieferadresse ändern/angeben` for the delivery address.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_027,active,b1_m08,satzbau,answer/feedback,den Empfänger angeben | Auf dem Paket steht der Empfänger. | Collocation: use `den Empfänger angeben` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_028,active,b1_m08,satzbau,answer/feedback,beim Paketdienst nachfragen | Die Sendung bewegt sich nicht. | Collocation: use `beim Paketdienst nachfragen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_029,active,b1_m08,satzbau,answer/feedback,einen Liefertermin vereinbaren | Bei großen Geräten braucht man einen Termin. | Collocation: use `einen Liefertermin vereinbaren` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_032,active,b1_m08,satzbau,answer/feedback,den Status prüfen | Ich prüfe den Status der Bestellung. | Collocation: use `den Status prüfen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_033,active,b1_m08,satzbau,answer/feedback,auf Lager sein | Der Artikel ist auf Lager. | Collocation: use `auf Lager sein` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_035,active,b1_m08,satzbau,answer/feedback,"die Rechnung erhalten | Die Rechnung kommt per E-Mail. | Invoice/payment phrase: useful language, but payment/legal details stay review-gated.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_036,active,b1_m08,satzbau,answer/feedback,den Lieferschein prüfen | Im Paket liegt ein Lieferschein. | Collocation: use `den Lieferschein prüfen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_037,active,b1_m08,satzbau,answer/feedback,den Beleg aufbewahren | Bewahren Sie den Beleg auf. | Collocation: use `den Beleg aufbewahren` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_074,active,b1_m08,production,answer/feedback,"self_check | self-marked | Production is practice only: check whether the message is short, polite, and about order/delivery status.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_074,active,b1_m08,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_075,active,b1_m08,production,answer/feedback,"self_check | self-marked | Production is practice only: check whether the message is short, polite, and about order/delivery status.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_075,active,b1_m08,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_076,active,b1_m08,production,answer/feedback,"self_check | self-marked | Production is practice only: check whether the message is short, polite, and about order/delivery status.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_076,active,b1_m08,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_077,active,b1_m08,production,answer/feedback,"self_check | self-marked | Production is practice only: check whether the message is short, polite, and about order/delivery status.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_077,active,b1_m08,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_078,active,b1_m08,production,answer/feedback,"self_check | self-marked | Production is practice only: check whether the message is short, polite, and about order/delivery status.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m08,v080149_cat08_practice_family_cat08_pf_078,active,b1_m08,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m08,v080149_cat08_redemittel_cat08_r_001,active,b1_m08,production,answer/feedback,self_check | Ich möchte gern die Ware bestellen. | Watch: missing object or too direct tone,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m08,v080149_cat08_redemittel_cat08_r_001,active,b1_m08,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m08,v080149_cat08_redemittel_cat08_r_006,active,b1_m08,production,answer/feedback,self_check | Gibt es den Artikel auch in einer anderen Größe? | Watch: case after in + static location phrase,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m08,v080149_cat08_redemittel_cat08_r_006,active,b1_m08,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
