sourceIssueType,issueType,bankKey,itemId,afterStatus,afterIssues,sourcePrompt,sourceCue,recommendedAction
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_051,active,,Welches Wort passt? besides/in addition | Sequence/addition | besides/in addition | außerdem | außerdem | `außerdem/zusätzlich` add information; the finite verb stays in position 2.,Sequence/addition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_052,active,,Welches Wort passt? additionally | Sequence/addition | additionally | zusätzlich | zusätzlich | `außerdem/zusätzlich` add information; the finite verb stays in position 2.,Sequence/addition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_053,active,,Welches Wort passt? also/too | Sequence/addition | also/too | auch | auch | `als` is used for one past time; word order is verb-final in the clause.,Sequence/addition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_054,active,,"Welches Wort passt? or | Alternatives | or | oder | oder | `sondern` corrects a negative first idea: nicht A, sondern B.",Alternatives,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_058,active,,"Welches Wort passt? instead | Alternatives | instead | stattdessen | stattdessen | `sondern` corrects a negative first idea: nicht A, sondern B.",Alternatives,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_059,active,,Welches Wort passt? the ... the ... | B1/B2 bridge | the ... the ... | je ... desto | je ... desto | Comparative connector pair. | B1/B2 bridge only; not active CAT14 import yet. | B1/B2 bridge only; not active CAT14 import yet.,B1/B2 bridge,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_063,active,,Welches Wort passt? whereby/while/when | B1/B2 bridge | whereby/while/when | wobei | wobei | Context-heavy connector. | Too context-heavy for CAT14 core. | Too context-heavy for CAT14 core.,B1/B2 bridge,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_066,active,,Welches Wort passt? conjunction | Sentence functions | conjunction | die Konjunktion | die Konjunktion | `weil` gives a reason; the finite verb goes to the end.,Sentence functions,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_069,active,,Welches Wort passt? subordinate clause | Clause types | subordinate clause | der Nebensatz | der Nebensatz | `weil` gives a reason; the finite verb goes to the end.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_072,active,,Welches Wort passt? dass-clause | Clause types | dass-clause | der dass-Satz | der dass-Satz | `ob` introduces an indirect yes/no question; the finite verb goes to the end.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_073,active,,Welches Wort passt? ob-clause/whether-clause | Clause types | ob-clause/whether-clause | der ob-Satz | der ob-Satz | `wenn` introduces a condition; the finite verb goes to the end.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_074,active,,Welches Wort passt? wenn-clause | Clause types | wenn-clause | der wenn-Satz | der wenn-Satz | `wenn` is used for conditions/repeated times; `als` is for one past time.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_075,active,,Welches Wort passt? als-clause | Clause types | als-clause | der als-Satz | der als-Satz | `wenn` is used for conditions/repeated times; `als` is for one past time.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_076,active,,Welches Wort passt? weil-clause | Clause types | weil-clause | der weil-Satz | der weil-Satz | `weil` gives a reason; the finite verb goes to the end.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_077,active,,Welches Wort passt? infinitive clause | Clause types | infinitive clause | der Infinitivsatz | der Infinitivsatz | `als` is used for one past time; word order is verb-final in the clause.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_078,active,,"Welches Wort passt? purpose clause | Clause types | purpose clause | der Finalsatz | der Finalsatz | Clause expressing purpose, often with damit or um ... zu. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, mul",Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_079,active,,Welches Wort passt? reason clause | Clause types | reason clause | der Kausalsatz | der Kausalsatz | `als` is used for one past time; word order is verb-final in the clause.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_080,active,,Welches Wort passt? concession clause | Clause types | concession clause | der Konzessivsatz | der Konzessivsatz | `obwohl` introduces a concession; the finite verb goes to the end.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_081,active,,Welches Wort passt? time clause | Clause types | time clause | der Temporalsatz | der Temporalsatz | `als` is used for one past time; word order is verb-final in the clause.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_082,active,,Welches Wort passt? conditional clause | Clause types | conditional clause | der Konditionalsatz | der Konditionalsatz | `wenn` is used for conditions/repeated times; `als` is for one past time.,Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_083,active,,"Welches Wort passt? result clause | Clause types | result clause | der Folgesatz | der Folgesatz | Clause showing consequence. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer saf",Clause types,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_091,active,,Welches Wort passt? infinitive | Word order | infinitive | der Infinitiv | der Infinitiv | `um ... zu` expresses purpose when the subject stays the same.,Word order,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_094,active,,"Welches Wort passt? comma | Word order | comma | das Komma | das Komma | Separates many main/subordinate clauses. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety.",Word order,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_100,active,internal_label_sanitised,Welches Wort passt? consequence/result | Meaning functions | consequence/result | die Folge | die Folge | `weil` gives a reason; the finite verb goes to the end.,Meaning functions,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_102,active,internal_label_sanitised,"Welches Wort passt? contrast/opposite | Meaning functions | contrast/opposite | der Gegensatz | der Gegensatz | Contrast between two ideas. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accept",Meaning functions,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_103,active,internal_label_sanitised,"Welches Wort passt? contradiction | Meaning functions | contradiction | der Widerspruch | der Widerspruch | Conflict between expected and real situation. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-an",Meaning functions,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_104,active,internal_label_sanitised,Welches Wort passt? condition | Meaning functions | condition | die Bedingung | die Bedingung | `ob` introduces an indirect yes/no question; the finite verb goes to the end.,Meaning functions,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_105,active,internal_label_sanitised,"Welches Wort passt? precondition/requirement | Meaning functions | precondition/requirement | die Voraussetzung | die Voraussetzung | Condition that must be met. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register,",Meaning functions,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_109,active,internal_label_sanitised,"Welches Wort passt? point in time | Meaning functions | point in time | der Zeitpunkt | der Zeitpunkt | Exact time point. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety.",Meaning functions,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_110,active,internal_label_sanitised,"Welches Wort passt? period of time | Meaning functions | period of time | der Zeitraum | der Zeitraum | Time span. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety.",Meaning functions,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
